Log Temuan,Kategori,cleaned_text
belum ada mandatory pada filter,Minor,belum ada mandatory pada filter
"1. Pada T.1.1 Penamaan pada dropdown PPh 21 Detil Pensiun<br>Bulanan exception, sedangkan aplikasi hanya PPH 21 Detil Pensiun (SS1)<br><br>2. Pada template upload tidak terdapat Kategori dan Flag (SS2)",Mayor,1 pada t 1 1 penamaan pada dropdown pph 21 detil pensiun [html_tag] bulanan exception sedangkan aplikasi hanya pph 21 detil pensiun ss 1 [html_tag] [html_tag] 2 pada template upload tidak terdapat kategori dan flag ss 2
"Penamaan pada ""Nama Aplikasi Sumber Data(SS1) belum sesuai dengan halaman awal pada Analisis Data(SS2)<br><br>SS terlampir",Kosmetik,penamaan pada nama aplikasi sumber data ss 1 belum sesuai dengan halaman awal pada analisis data ss 2 [html_tag] [html_tag] ss terlampir
tidak bisa pilih semester. awalnya semester 2. ketika ubah ke semester 1 sistem mengembalikan ke semester 2.,Mayor,tidak bisa pilih semester awalnya semester 2 ketika ubah ke semester 1 sistem mengembalikan ke semester 2
"1. Nama Referensi Kolom 4, 5, 9 tidak sesuai struktur data<br><br>2. Karakter yang diperbolehkan pada kolom 3 beda dengan struktur data",Mayor,1 nama referensi kolom 4 5 9 tidak sesuai struktur data [html_tag] [html_tag] 2 karakter yang diperbolehkan pada kolom 3 beda dengan struktur data
"Pada dropdown PPh 21 Tahunan<br>exception , Unduh contoh excel pada T.1.1 terdapat Kategori dan Flag (SS1)",Mayor,pada dropdown pph 21 tahunan [html_tag] exception unduh contoh excel pada t 1 1 terdapat kategori dan flag ss 1
tidak bisa setujui. error,Fatal,tidak bisa setujui error
Ketika melakukan edit data terhasil tersimpan tetapi data tidak berubah,Mayor,ketika melakukan edit data terhasil tersimpan tetapi data tidak berubah
"Error, tidak bisa tambah file (SS1)<br><br>SS terlampir",Mayor,error tidak bisa tambah file ss 1 [html_tag] [html_tag] ss terlampir
Proses Penarikan data gagal,Mayor,proses penarikan data gagal
"Penamaan pada kolom ""Sumber Input Data"" belum sesuai belum sesuai dengan skenario Master File (SS1)<br><br>SS terlampir",Kosmetik,penamaan pada kolom sumber masukan data belum sesuai belum sesuai dengan skenario master file ss 1 [html_tag] [html_tag] ss terlampir
"Pada Dropdown Tipe saldo , unduh excel kolom tidak sesuai dengan T.1.1 (SS1)",Mayor,pada dropdown tipe saldo unduh excel kolom tidak sesuai dengan t 1 1 ss 1
"Pada saat laporan hasil riset sudah di setujui supervisor , kemudian ubah laporan hasil riset Deksripsi Tujuan LHR menjadi kosong (SS1)",Minor,pada saat laporan hasil riset sudah di setujui supervisor kemudian ubah laporan hasil riset deksripsi tujuan lhr menjadi kosong ss 1
"Pada Dropdown PTKP , unduh excel kolom tidak sesuai dengan T.1.1 (SS1)",Mayor,pada dropdown ptkp unduh excel kolom tidak sesuai dengan t 1 1 ss 1
Item Dropdown  IKI Nominal dan Prorata Bulan  download excel tidak sesuai T.1.1 (SS1),Mayor,item dropdown iki nominal dan prorata bulan download excel tidak sesuai t 1 1 ss 1
"Filter belum berfungsi.<br><br>pilih PIKK yang berbeda, tapi hasil data yang keluar tidak ada perubahan.",Mayor,filter belum berfungsi [html_tag] [html_tag] pilih pikk yang berbeda tapi hasil data yang keluar tidak ada perubahan
1. Nama Kolom 3 dan 4 belum sesuai struktur data<br><br>2. Nama referensi kolom 7 dan 16 belum sesuai struktur data<br><br>3. Rumus ke LPK selalu muncul di baris 5. Apakah ada rule kenapa selalu di baris 5?,Mayor,1 nama kolom 3 dan 4 belum sesuai struktur data [html_tag] [html_tag] 2 nama referensi kolom 7 dan 16 belum sesuai struktur data [html_tag] [html_tag] 3 rumus ke lpk selalu muncul di baris 5 apakah ada rule kenapa selalu di baris 5
Nama referensi Lokasi Dati 2 seharusnya Lokasi Dati II,Kosmetik,nama referensi lokasi dati 2 seharusnya lokasi dati ii
Rumus pada struktur data belum sesuai dengan pesan kesalahan,Mayor,rumus pada struktur data belum sesuai dengan pesan kesalahan
"Nama Referensi Syariah/Konvensional  (kurang ""/"" pada client)",Kosmetik,nama referensi syariah konvensional kurang pada client
1. Nama Referensi kolom 15 belum sesuai struktur data<br><br>2. Panjang kolom 18 beda antara struktur data dan pesan kesalahan<br><br>3. Kolom 28 seharusnya opsional,Mayor,1 nama referensi kolom 15 belum sesuai struktur data [html_tag] [html_tag] 2 panjang kolom 18 beda antara struktur data dan pesan kesalahan [html_tag] [html_tag] 3 kolom 28 seharusnya opsional
"pada tab sanksi, setelah tambah data, ada tombol aksi edit, namun tidak bisa diklik. dan di tab lain hanya ada tombol detail",Minor,pada tab sanksi setelah tambah data ada tombol aksi edit namun tidak bisa diklik dan di tab lain hanya ada tombol detail
"muncul notif error ""jumlah data monitoring tidak sesuai dengan jumlah strategi"". ketika klik kirim penyusunan pemantauan isp. belum diketahui error ini reffering ke field mana.",Mayor,muncul notif error jumlah data monitoring tidak sesuai dengan jumlah strategi ketika klik kirim penyusunan pemantauan isp belum diketahui error ini reffering ke field mana
Belum mencatat aktifitas Unduh pada menu Referensi &gt; Dokumen,Mayor,belum mencatat aktifitas unduh pada menu referensi [html_tag] dokumen
Data Pengurus &amp; Dewan Pengawas belum ada sesuai sumber data Sprint. Memakai data: PT Bank Aceh (Des 2023)<br><br>(SS),Mayor,data pengurus [html_tag] dewan pengawas belum ada sesuai sumber data sprint memakai data pt bank aceh des 2023 [html_tag] [html_tag] ss
"Pada saat menambahkan Tags ada notifikasi ""No Data To Display"" namun setelah enter data dapat tampil pada Tags.",Minor,pada saat menambahkan tags ada notifikasi no data to display namun setelah enter data dapat tampil pada tags
Perbedaan penamaan pada dropdown frekuensi data sedangkan hasil seri waktu (SS1),Kosmetik,perbedaan penamaan pada dropdown frekuensi data sedangkan hasil seri waktu ss 1
"Pada pengisian publikasi dan seminar, belum terdapat tanda mandatory (SS1)",Minor,pada pengisian publikasi dan seminar belum terdapat tanda mandatory ss 1
"Saat ingin melakukan export  PDF/Excel, proses loading memerlukan waktu kurang lebih 2-3 menit  dan muncul notifikasi, export tidak berhasil dilakukan",Mayor,saat ingin melakukan export pdf excel proses loading memerlukan waktu kurang lebih 2 3 menit dan muncul notifikasi export tidak berhasil dilakukan
pada kolom Nama PIKK ketika tanda x di dropdown di klik isian data dari dropdown menjadi tidak ada dan untuk menampilkan datanya lagi user harus refresh halaman,Mayor,pada kolom nama pikk ketika tanda x di dropdown di klik isian data dari dropdown menjadi tidak ada dan untuk menampilkan data nya lagi user harus refresh halaman
Nama file RASL inkonsisten seharusnya Rekapitulasi Aset dan Liabilitas untuk semua form,Kosmetik,nama file rasl inkonsisten seharusnya rekapitulasi aset dan liabilitas untuk semua form
Email dan Destination belum berhasil masuk datanya,Mayor,email dan destination belum berhasil masuk data nya
Pada audit log belum sesuai dengan alur data yang dijalankan,Mayor,pada audit log belum sesuai dengan alur data yang dijalankan
Pada<b> </b>Institusi Peneliti Eksternal edit belum ada dropdown nya (SS1),Minor,pada [html_tag] [html_tag] institusi peneliti eksternal edit belum ada dropdown nya ss 1
"Setelah Publikasi riset di setujui oleh SKR , kemudian SPR ingin mengubah kembali, Detil Publikasi Riset yang sebelumnya sudah terisi menjadi kosong (SS1)",Mayor,setelah publikasi riset di setujui oleh skr kemudian spr ingin mengubah kembali detil publikasi riset yang sebelumnya sudah terisi menjadi kosong ss 1
"saat melakukan perubahan dan kirim sanksi administratif, hasilnya tidak ada perubahan, dan skornya masih 5",Mayor,saat melakukan perubahan dan kirim sanksi administratif hasil nya tidak ada perubahan dan skor nya masih 5
akun belum ter-hold saat 10x gagal login,Mayor,akun belum ter hold saat 10 x gagal login
"ketika filter parameter diubah, data tabel yang muncul tidak ada perubahan. jika tidak digunakan pada menu ini filter tersebut apakah bisa dihide?",Mayor,ketika filter parameter diubah data tabel yang muncul tidak ada perubahan jika tidak digunakan pada menu ini filter tersebut apakah bisa dihide
pada hasil export pdf terdapat diagram yang terpotong,Kosmetik,pada hasil export pdf terdapat diagram yang terpotong
menu belum bisa diakses. ketika klik menu tersebut muncul page error server,Fatal,menu belum bisa diakses ketika klik menu tersebut muncul page error server
"tidak bisa download, muncul halaman blank",Mayor,tidak bisa download muncul halaman blank
"Email pengawas tidak masuk untuk LBBPTKJHT, LBBPTKJKP, LBBPTKBDN",Mayor,email pengawas tidak masuk untuk lbbptkjht lbbptkjkp lbbptkbdn
Data tidak temukan<br>,Mayor,data tidak temukan [html_tag]
Data Tidak Ditemukan form INVDEP,Mayor,data tidak ditemukan form invdep
Penulisan judul form berbeda dengan strukdat dan template untuk semua form dan jenis pelaporan,Kosmetik,penulisan judul form berbeda dengan struktur data dan template untuk semua form dan jenis pelaporan
Form PROP berhasil generate laporan tetapi data error Rutin &amp; Koreksi,Fatal,form prop berhasil generate laporan tetapi data error rutin [html_tag] koreksi
"1. kesalahan user id dan password dibuat general tanpa menyebutkan user yg telah diinput<br><br>2. Ketika salah user atau password atau user dan password salah, notifikasi terdapat 2 jenis, usul dibuat general <b>""Username/Password salah, akun anda akan terblokir selama xx menit jika 5x salah""</b><br><br>3. Ketika akun terfrezee, waktu mulai freeze masih mengikuti waktu akhir di akses, sebaiknya waktu mulai = <b>waktu pertama kali akun terfreeze</b>",Mayor,1 kesalahan user id dan password dibuat general tanpa menyebutkan user yang telah diinput [html_tag] [html_tag] 2 ketika salah user atau password atau user dan password salah notifikasi terdapat 2 jenis usul dibuat general [html_tag] username password salah akun anda akan terblokir selama xx menit jika 5 x salah [html_tag] [html_tag] [html_tag] 3 ketika akun terfrezee waktu mulai freeze masih mengikuti waktu akhir di akses sebaiknya waktu mulai [html_tag] waktu pertama kali akun terfreeze [html_tag]
"INVSB: Data error<br>AI: Data tidak ditemukan<br>LAN: Data tidak sesuai, judul yang muncul form AI dan data tidak ditemukan<br>NKA: Data error<br>PROP: Data error<br>SBN: Data error<br>(untuk RUTIN &amp; KOREKSI)<br>",Fatal,invsb data error [html_tag] ai data tidak ditemukan [html_tag] lan data tidak sesuai judul yang muncul form ai dan data tidak ditemukan [html_tag] nka data error [html_tag] prop data error [html_tag] sbn data error [html_tag] untuk rutin [html_tag] koreksi [html_tag]
Penulisan judul form berbeda dengan strukdat dan template untuk semua form dan jenis pelaporan<br>,Kosmetik,penulisan judul form berbeda dengan struktur data dan template untuk semua form dan jenis pelaporan [html_tag]
Data tidak ditemukan form LPKOMP,Mayor,data tidak ditemukan form lpkomp
Pada file RAS baris persentase angka yang muncul tidak sesuai dengan sumber data,Mayor,pada file ras baris persentase angka yang muncul tidak sesuai dengan sumber data
"1. File Dokumen Surat Pengesahan yang dibuat sudah ada saat get sipena, saat di view tidak tampil.<br>2. Pada saat mode View bisa upload File Dokumen Surat Pengesahan.<br>",Mayor,1 file dokumen surat pengesahan yang dibuat sudah ada saat get sipena saat di view tidak tampil [html_tag] 2 pada saat mode view bisa upload file dokumen surat pengesahan [html_tag]
1. Terdapat Pegawai yang Jabatannya berbeda dengan data sumber.<br><br>(SS),Minor,1 terdapat pegawai yang jabatan nya berbeda dengan data sumber [html_tag] [html_tag] ss
Kirim ke siauto muncul notif error,Mayor,kirim ke siauto muncul notif error
"1. di dokumen usreq upload 100mb (SS4)<br>2. ketika upload file dengan ukuran lebih dari 20mb tidak ada response apa apa (SS1)<br>3. pada section <strong>Dokumen Monitoring Pelaksanaan Forum Panel kepada Pimpinan DPKP ,</strong> ketika akan melakukan upload tidak meresponse (SS2)<br>4. tidak bisa melakukan hapus (SS3)<br>5. upload file ukurannya kurang adri 100mb muncul notifikasi error (SS5)<br>6.hasil download belum sesuai (SS6)",Mayor,1 di dokumen usreq upload 100 mb ss 4 [html_tag] 2 ketika upload file dengan ukuran lebih dari 20 mb tidak ada response apa apa ss 1 [html_tag] 3 pada section [html_tag] dokumen monitoring pelaksanaan forum panel kepada pimpinan dpkp [html_tag] ketika akan melakukan upload tidak meresponse ss 2 [html_tag] 4 tidak bisa melakukan hapus ss 3 [html_tag] 5 upload file ukuran nya kurang adri 100 mb muncul notifikasi error ss 5 [html_tag] 6 hasil download belum sesuai ss 6
Hasil Export tidak sesuai,Mayor,hasil export tidak sesuai
"AI, DTUM, HAI, INVDEP, INVSB, LAK, LPAN Penulisan judul form berbeda dengan strukdat<br>",Kosmetik,ai dtum hai invdep invsb lak lpan penulisan judul form berbeda dengan struktur data [html_tag]
"AI: Pada penulisan ""Repurchase agreement"" belum <em>miring/italic<br></em>dan <br>Pada penulisan ""TOTAL INVESTASI"" belum <b>Bold<br></b><br>HAI: Pada penulisan ""Repurchase agreement"" belum <em style=""font-size: 11.36px;"">miring/italic<br></em>dan <br style=""font-size: 11.36px;"">Pada penulisan ""TOTAL INVESTASI"" belum <b style=""font-size: 11.36px;"">Bold</b><br>",Kosmetik,ai pada penulisan repurchase agreement belum [html_tag] miring italic [html_tag] [html_tag] dan [html_tag] pada penulisan total investasi belum [html_tag] bold [html_tag] [html_tag] [html_tag] hai pada penulisan repurchase agreement belum [html_tag] miring italic [html_tag] [html_tag] dan [html_tag] pada penulisan total investasi belum [html_tag] bold [html_tag] [html_tag]
terdapat flag Tidak Punya Akses Halaman,Minor,terdapat flag tidak punya akses halaman
"Keterangan belum sesuai (size dan ekstensi)<br>Max 10 Mb, tapi hanya bisa max 1MB. keterangan PDF tapi ternyata PNG juga bisa",Mayor,keterangan belum sesuai size dan ekstensi [html_tag] max 10 mb tapi hanya bisa max 1 mb keterangan pdf tapi ternyata png juga bisa
Seharusnya muncul gaji pokok,Mayor,seharusnya muncul gaji pokok
Data di siauto kebalik,Mayor,data di siauto kebalik
tidak bisa upload file lebih dari 20mb,Mayor,tidak bisa upload file lebih dari 20 mb
"Ketika menjalankan skenario 4, yang seharusnya gagal client tetapi lolos dan berhasil kirim pada client dan gagalnya pada Log gagal monitoring Absensi",Mayor,ketika menjalankan skenario 4 yang seharusnya gagal client tetapi lolos dan berhasil kirim pada client dan gagal nya pada log gagal monitoring absensi
Tidak ada aktivitas user log in dan log out,Mayor,tidak ada aktivitas user log in dan log out
Apabila mencoba gagal login terdapat error (SS1),Mayor,apabila mencoba gagal login terdapat error ss 1
"setelah buat langsung publikasi riset kemudian simpan konsep, SPR tidak dapat mengubah data konsep yang sudah tersimpan (SS1)",Mayor,setelah buat langsung publikasi riset kemudian simpan konsep spr tidak dapat mengubah data konsep yang sudah tersimpan ss 1
"1. Kata Klasifikasi JEL tidak dapat di tambah (SS1)<br><br>2, peneliti Internal &amp; Eksternal belum terdapat tanda mandatory (SS2)<br><br>3. Pada T.1.1 SPR agar dapat memilih lebih dari satu kata kunci dan Nomor JEL atas publikasirisetnya. (SS3)",Minor,1 kata klasifikasi jel tidak dapat di tambah ss 1 [html_tag] [html_tag] 2 peneliti internal [html_tag] eksternal belum terdapat tanda mandatory ss 2 [html_tag] [html_tag] 3 pada t 1 1 spr agar dapat memilih lebih dari satu kata kunci dan nomor jel atas publikasirisetnya ss 3
Notifikasi melalui email belum dapat diuji,Mayor,notifikasi melalui email belum dapat diuji
belum dapat simpan untuk Mapping LJK ke KK<br>untuk Bank Mega tbk<br><br>data tidak ada yang dapat dipilih<br><br>mengakibatkan error (web gak ada respon ketika klik simpan) dan bisa lihat ada error ketika lihat pada console pada browser,Mayor,belum dapat simpan untuk mapping ljk ke kk [html_tag] untuk bank mega tbk [html_tag] [html_tag] data tidak ada yang dapat dipilih [html_tag] [html_tag] mengakibatkan error web tidak ada respon ketika klik simpan dan bisa lihat ada error ketika lihat pada console pada browser
"LPKOMP : Pada penulisan ""Jumlah Pendapatan, Jumlah Beban, SURPLUS (DEFISIT), JUMLAH PENGHASILAN KOMPREHENSIF"" Belum <b>Bold</b><br>",Kosmetik,lpkomp pada penulisan jumlah pendapatan jumlah beban surplus defisit jumlah penghasilan komprehensif belum [html_tag] bold [html_tag] [html_tag]
"Saat klik Ajukan Pinjaman/Pembiayaan, Kedua Keterangan tertera Suku Bunga (%). Seharusnya yang lain Suku Bunga OJK (%)",Mayor,saat klik ajukan pinjaman pembiayaan kedua keterangan tertera suku bunga seharusnya yang lain suku bunga ojk
"PIUT: Pada kolom 6,9,10, dan 11 nama referensi belum ada",Minor,piut pada kolom 6 9 10 dan 11 nama referensi belum ada
terdapat halaman kosong pada file download template analisis komponen.<br><br>data test : Mandiri juni 2024,Minor,terdapat halaman kosong pada file download template analisis komponen [html_tag] [html_tag] data test mandiri juni 2024
Status Berhasil namun menampilkan pesan gagal dan waktu gagal terkirim,Mayor,status berhasil namun menampilkan pesan gagal dan waktu gagal terkirim
"Ketika menjalankan skenario 4, yang seharusnya gagal client tetapi lolos dan berhasil kirim pada client dan gagalnya pada Log gagal monitoring Absensi",Mayor,ketika menjalankan skenario 4 yang seharusnya gagal client tetapi lolos dan berhasil kirim pada client dan gagal nya pada log gagal monitoring absensi
"pada field upload Ringkasan Eksekutif dan Analisis Komponen, hasil download file historynya belum sesuai.<br><br>case : upload dok2, dok3,dok4, dok1, . hasil download pada record data mengambil dokumen terakhir diupload. cek ss",Mayor,pada field upload ringkasan eksekutif dan analisis komponen hasil download file historynya belum sesuai [html_tag] [html_tag] case upload dok 2 dok 3 dok 4 dok 1 hasil download pada record data mengambil dokumen terakhir diupload cek ss
"Skenario 4 hasilnya tidak sesuai, seharusnya Gagal Client",Mayor,skenario 4 hasil nya tidak sesuai seharusnya gagal client
Skenario 7 email pengawas tidak masuk,Mayor,skenario 7 email pengawas tidak masuk
"Ketika menjalankan skenario 10, yang seharusnya gagal client tetapi lolos dan berhasil kirim pada client dan gagalnya pada Log gagal monitoring Absensi",Mayor,ketika menjalankan skenario 10 yang seharusnya gagal client tetapi lolos dan berhasil kirim pada client dan gagal nya pada log gagal monitoring absensi
ukuran maksimal upload file 100mb sesuai usreq. existing 25mb,Minor,ukuran maksimal upload file 100 mb sesuai usreq existing 25 mb
Ketika Edit Struktur Konglomerasi Keuangan saat di Simpan Error 500 (SS01),Mayor,ketika edit struktur konglomerasi keuangan saat di simpan error 500 ss 01
"saat melakukan simpan monitoring SLA walaupun yang diubah hanya dibagian keberatan, tetapi setelah berhasil simpan kolom pengaduannya pun ikut berubah, dan saat melakukan kirim sanksi hasilnya tetap seperti saat menyimpan",Mayor,saat melakukan simpan monitoring sla walaupun yang diubah hanya dibagian keberatan tetapi setelah berhasil simpan kolom pengaduan nya pun ikut berubah dan saat melakukan kirim sanksi hasil nya tetap seperti saat menyimpan
"-pada INVDEP di kolom ""No"" belum sesuai<br><br>-pada INVSB di kolom ""No"" belum sesuai<br>",Kosmetik,pada invdep di kolom no belum sesuai [html_tag] [html_tag] pada invsb di kolom no belum sesuai [html_tag]
"1. belum ada pembatasan jumlah <em>log-on</em> yang gagal untuk pemblokiran <em>freeze </em>selama jangka waktu tertentu (SS1)<br>2. belum tercatat di log aktivitas rincian login/logout<br>3. belum ada rincian log on yang gagal sejak log on terakhir yang berhasil dilakukan<br>4. session destroy, ketika user logout lalu klik back pada browser masih kembali halaman sebelumnya tidak langsung kehalaman login<br>5. saat ini password masih di bypass sehingga tidak bisa menguji point ""tidak menyebutkan rincian penyebab kegagal log on""",Mayor,1 belum ada pembatasan jumlah [html_tag] log on [html_tag] yang gagal untuk pemblokiran [html_tag] freeze [html_tag] selama jangka waktu tertentu ss 1 [html_tag] 2 belum tercatat di log aktivitas rincian login logout [html_tag] 3 belum ada rincian log on yang gagal sejak log on terakhir yang berhasil dilakukan [html_tag] 4 session destroy ketika user logout lalu klik back pada browser masih kembali halaman sebelumnya tidak langsung kehalaman login [html_tag] 5 saat ini password masih di bypass sehingga tidak bisa menguji point tidak menyebutkan rincian penyebab kegagal log on
"pada INVDEP, di website <strong>bold</strong>, pada struckdat tidak bold (ss1)<br><br>dan semua datanya belum lengkap serta masih belum berurutan (ss 2 dan 3)<br>",Minor,pada invdep di website [html_tag] bold [html_tag] pada struckdat tidak bold ss 1 [html_tag] [html_tag] dan semua data nya belum lengkap serta masih belum berurutan ss 2 dan 3 [html_tag]
"1. Penamaan pada download intensif Organisasi belum sesuai (SS1 - SS 3)<br><br>2. Pada download excel intensif organisasi tidak ada Potongan OJK, Potongan Lembaga Asal, Potongan Pembulatan, dan Jumlah Potongan (SS4)",Mayor,1 penamaan pada download intensif organisasi belum sesuai ss 1 ss 3 [html_tag] [html_tag] 2 pada download excel intensif organisasi tidak ada potongan ojk potongan lembaga asal potongan pembulatan dan jumlah potongan ss 4
"pada RAS, di website <strong>bold</strong>, pada struckdat tidak bold<br>",Kosmetik,pada ras di website [html_tag] bold [html_tag] pada struckdat tidak bold [html_tag]
"pada RASL, di struckdat <strong>bold</strong>, pada website tidak bold<br>",Kosmetik,pada rasl di struckdat [html_tag] bold [html_tag] pada website tidak bold [html_tag]
Pada pilihan THR kemudian download daftar insentif terdapat error ( SS1),Mayor,pada pilihan thr kemudian download daftar insentif terdapat error ss 1
"- Saat melakukan filter, hasil tidak sesuai<br>- Hasil Export belum sesuai (Nama bank tidak tampil dan tidak ada separator)",Mayor,saat melakukan filter hasil tidak sesuai [html_tag] hasil export belum sesuai nama bank tidak tampil dan tidak ada separator
"pada INVSB, kolom ""Syariah/non Syariah""<br>",Kosmetik,pada invsb kolom syariah non syariah [html_tag]
"Ketika menjalankan skenario 14, hasil tidak sesuai dengan skenario",Mayor,ketika menjalankan skenario 14 hasil tidak sesuai dengan skenario
tabel pada tanggal terpotong,Kosmetik,tabel pada tanggal terpotong
"1. pada INVSB, kolom ""Jenis Surat Berharga"", ""Peringkat"", ""Lembaga Pemeringkat"", ,  ""Sektor Ekonomi"", ""Lokasi"", ""Tujuan Pemilikan"",  ""Hirarki Harga Pasar"" belum ada referensi<br><br>2. kolom ""Tanggal Mulai/Tanggal Penerbitan"" dan ""Tanggal Jatuh Tempo"" pada preview tanggal lengkap, pada strukdat berupa angka.<br><br>3. pada preview kolom syariah/konvensional. sedangkan pada strukdat ""syariah/non syariah"" <br><br> <br>4. pada ""Bagian Penyertaan""data kurang referensi dan kurang tanda ""%""<br>",Mayor,1 pada invsb kolom jenis surat berharga peringkat lembaga pemeringkat sektor ekonomi lokasi tujuan pemilikan hirarki harga pasar belum ada referensi [html_tag] [html_tag] 2 kolom tanggal mulai tanggal penerbitan dan tanggal jatuh tempo pada preview tanggal lengkap pada struktur data berupa angka [html_tag] [html_tag] 3 pada preview kolom syariah konvensional sedangkan pada struktur data syariah non syariah [html_tag] [html_tag] [html_tag] 4 pada bagian penyertaan data kurang referensi dan kurang tanda [html_tag]
tidak bisa download Tabel History Draft. muncul blank page,Mayor,tidak bisa download tabel history draft muncul blank page
"1. Tidak bisa upload pelanggaran, terkena validasi file. Sedangkan file hasil dari download template (SS01)<br>2. Text peringatan File Pelanggaran tidak sesuai tertulis formatnya .jpg .png(SS02)",Mayor,1 tidak bisa upload pelanggaran terkena validasi file sedangkan file hasil dari download template ss 01 [html_tag] 2 text peringatan file pelanggaran tidak sesuai tertulis format nya jpg png ss 02
"Skenario 23 hasilnya tidak sesuai, hasil yang diharapkan Gagal Email",Mayor,skenario 23 hasil nya tidak sesuai hasil yang diharapkan gagal email
pada LAK ada beberapa kolom yang berwarna abu abu tua<br>,Kosmetik,pada lak ada beberapa kolom yang berwarna abu abu tua [html_tag]
Skenario 14 hasil yang diharapkan seharusnya Gagal Email,Mayor,skenario 14 hasil yang diharapkan seharusnya gagal email
"Pada SBN, Bagian OBLIGASI/SUKUK INFRASTRUKTUR di kolom ""Jenis Kepemilikan dan Rating"" dan bagian EFEK BERAGUN ASET ""Jenis Kepemilikan dan Rating"" nama referensi belum ada<br>",Kosmetik,pada sbn bagian obligasi sukuk infrastruktur di kolom jenis kepemilikan dan rating dan bagian efek beragun aset jenis kepemilikan dan rating nama referensi belum ada [html_tag]
pada RASL ada beberapa kolom yang berwarna abu abu tua<br>,Kosmetik,pada rasl ada beberapa kolom yang berwarna abu abu tua [html_tag]
"pada field ""Summary IRR: (opsional)*"" terdapat tanda mandatory (*) . <br><br>field tersebut wajib diisi atau tidak?",Mayor,pada field summary irr opsional terdapat tanda mandatory [html_tag] [html_tag] field tersebut wajib diisi atau tidak
"<b>1. </b>muncul halaman error ketika klik aksi detail (SS1)<br><b>2.</b> aksi delete tidak berfungsi<br><b>3</b>. ketika settingan browser 90-100% nama kolom pada table terpotong (SS2)<br><b>4.</b> filter parameter KK tidak berfungsi (SS3)<br><b>5.</b> belum ada tombol aksi pada filter cetak laporan (SS6)<br><b>6.</b> di skenario dan aplikasi berbeda, belum ada tombol edit, tidak ada tombol tambah :<br>a. permasalahan strategi lainnya<br>b. concern pengawasan non keuangan/lainnya<br>c. rekomendasi (SS7)<br>",Mayor,[html_tag] 1 [html_tag] muncul halaman error ketika klik aksi detail ss 1 [html_tag] [html_tag] 2 [html_tag] aksi delete tidak berfungsi [html_tag] [html_tag] 3 [html_tag] ketika settingan browser 90 100 nama kolom pada table terpotong ss 2 [html_tag] [html_tag] 4 [html_tag] filter parameter kk tidak berfungsi ss 3 [html_tag] [html_tag] 5 [html_tag] belum ada tombol aksi pada filter cetak laporan ss 6 [html_tag] [html_tag] 6 [html_tag] di skenario dan aplikasi berbeda belum ada tombol edit tidak ada tombol tambah [html_tag] a permasalahan strategi lain nya [html_tag] b concern pengawasan non keuangan lain nya [html_tag] c rekomendasi ss 7 [html_tag]
"1. Belum ada  pemblokiran dan/atau penundaan log-on (freeze)  Apabila login 3 kali atau lebih dengan memasukan password yang salah.(SS1)<br><br>2. Belum ada session_destroy (setelah log out aplikasi klik back masih masuk ke aplikasi tersebut) seharusnya kembali login (SS2)<br><br><br>3.Belum ada sesi time-out , dan rincian log-on yang gagal sejak log-on terakhir gagal blm ada di audit trail",Mayor,1 belum ada pemblokiran dan atau penundaan log on freeze apabila login 3 kali atau lebih dengan memasukan password yang salah ss 1 [html_tag] [html_tag] 2 belum ada session_destroy setelah log out aplikasi klik back masih masuk ke aplikasi tersebut seharusnya kembali login ss 2 [html_tag] [html_tag] [html_tag] 3 belum ada sesi time out dan rincian log on yang gagal sejak log on terakhir gagal belum ada di audit trail
ketika masukan kata kunci untuk munculkan pengalih user utama. tidak muncul hasil.,Mayor,ketika masukan kata kunci untuk munculkan pengalih user utama tidak muncul hasil
"pada LAK ada yang belum <b>Bold</b><br>dan pada ""aktivitas pendanaan"" tidak bold<br><br><br>",Kosmetik,pada lak ada yang belum [html_tag] bold [html_tag] [html_tag] dan pada aktivitas pendanaan tidak bold [html_tag] [html_tag] [html_tag]
Ketentuan kapasitas pada upload file di aplikasi berbeda dengan notifikasi,Mayor,ketentuan kapasitas pada upload file di aplikasi berbeda dengan notifikasi
Tidak ada batasan digit saat mengisi data No.KTP / Kantor Cabang,Mayor,tidak ada batasan digit saat mengisi data no ktp kantor cabang
tipe output PDF dan excel belum terdapat pada aplikasi,Mayor,tipe keluaran pdf dan excel belum terdapat pada aplikasi
"Saat menyimpan data baru, yang masuk double",Mayor,saat menyimpan data baru yang masuk double
tidak bisa preview IRR. server error,Fatal,tidak bisa preview irr server error
Skenario 14 hasil yang diharapkan seharusnya Gagal Email,Mayor,skenario 14 hasil yang diharapkan seharusnya gagal email
"Saat ingin menambah data baru Penerima Eksternal dengan klik Logo ""+"" cari penerima, kolom Tambah datanya tidak kosong, masih ada data sebelumnya yang telah ditambahkan",Mayor,saat ingin menambah data baru penerima eksternal dengan klik logo cari penerima kolom tambah data nya tidak kosong masih ada data sebelumnya yang telah ditambahkan
"pada LPAN ada yang belum <b style=""font-size: 11.36px;"">Bold<br></b><br><br>",Kosmetik,pada lpan ada yang belum [html_tag] bold [html_tag] [html_tag] [html_tag] [html_tag]
